year,month,day,hour,PM_US Post
2015,1,26,21,6
2015,1,26,22,7
2015,1,26,23,13
2015,1,27,0,10
2015,1,27,1,10
2015,1,27,2,14
2015,1,27,3,10
2015,1,27,4,15
2015,1,27,5,16
2015,1,27,6,13
2015,1,27,7,11
2015,1,27,8,11
2015,1,27,9,16
2015,1,27,10,15
2015,1,27,11,16
2015,1,27,12,10
2015,1,27,13,14
2015,1,27,14,11
2015,1,27,15,14
2015,1,27,16,23
2015,1,27,17,28
2015,1,27,18,32
2015,1,27,19,48
2015,1,27,20,41
2015,1,27,21,43
2015,1,27,22,41
2015,1,27,23,40
2015,1,28,0,47
2015,1,28,1,26
2015,1,28,2,27
2015,1,28,3,11
2015,1,28,4,8
2015,1,28,5,9
2015,1,28,6,8
2015,1,28,7,11
2015,1,28,8,17
2015,1,28,9,29
2015,1,28,10,20
2015,1,28,11,15
2015,1,28,12,18
2015,1,28,13,31
2015,1,28,14,33
2015,1,28,15,39
2015,1,28,16,49
2015,1,28,17,66
2015,1,28,18,85
2015,1,28,19,88
2015,1,28,20,101
2015,1,28,21,116
2015,1,28,22,119
2015,1,28,23,115
2015,1,29,0,118
2015,1,29,1,126
2015,1,29,2,112
2015,1,29,3,95
2015,1,29,4,99
2015,1,29,5,91
2015,1,29,6,93
2015,1,29,7,90
2015,1,29,8,83
2015,1,29,9,100
2015,1,29,10,115
2015,1,29,11,108
2015,1,29,12,48
2015,1,29,13,14
2015,1,29,14,12
2015,1,29,15,10
2015,1,29,16,9
2015,1,29,17,9
2015,1,29,18,15
2015,1,29,19,14
2015,1,29,20,12
2015,1,29,21,14
2015,1,29,22,11
2015,1,29,23,9
2015,1,30,0,5
2015,1,30,1,10
2015,1,30,2,8
2015,1,30,3,10
2015,1,30,4,11
2015,1,30,5,15
2015,1,30,6,12
2015,1,30,7,11
2015,1,30,8,12
2015,1,30,9,14
2015,1,30,10,10
2015,1,30,11,12
2015,1,30,12,16
2015,1,30,13,10
2015,1,30,14,17
2015,1,30,15,9
2015,1,30,16,9
2015,1,30,17,9
2015,1,30,18,16
2015,1,30,19,21
2015,1,30,20,6
2015,1,30,21,7
2015,1,30,22,13
2015,1,30,23,10
2015,1,31,0,9
2015,1,31,1,17
2015,1,31,2,27
2015,1,31,3,21
2015,1,31,4,12
2015,1,31,5,9
2015,1,31,6,12
2015,1,31,7,23
2015,1,31,8,17
2015,1,31,9,22
2015,1,31,10,26
2015,1,31,11,20
2015,1,31,12,26
2015,1,31,13,18
2015,1,31,14,11
2015,1,31,15,17
2015,1,31,16,17
2015,1,31,17,35
2015,1,31,18,50
2015,1,31,19,74
2015,1,31,20,90
2015,1,31,21,110
2015,1,31,22,111
2015,1,31,23,130
2015,2,1,0,113
2015,2,1,1,143
2015,2,1,2,138
2015,2,1,3,119
2015,2,1,4,73
2015,2,1,5,40
2015,2,1,6,44
2015,2,1,7,37
2015,2,1,8,39
2015,2,1,9,39
2015,2,1,10,44
2015,2,1,11,37
2015,2,1,12,34
2015,2,1,13,31
2015,2,1,14,41
2015,2,1,15,69
2015,2,1,16,85
2015,2,1,17,118
2015,2,1,18,129
2015,2,1,19,121
2015,2,1,20,125
2015,2,1,21,136
2015,2,1,22,139
2015,2,1,23,145
2015,2,2,0,148
2015,2,2,1,185
2015,2,2,2,283
2015,2,2,3,266
2015,2,2,4,225
2015,2,2,5,132
2015,2,2,6,81
2015,2,2,7,80
2015,2,2,8,77
2015,2,2,9,91
2015,2,2,10,110
2015,2,2,11,116
2015,2,2,12,133
2015,2,2,13,144
2015,2,2,14,152
2015,2,2,15,167
2015,2,2,16,182
2015,2,2,17,199
2015,2,2,18,218
2015,2,2,19,162
2015,2,2,20,151
2015,2,2,21,119
2015,2,2,22,135
2015,2,2,23,109
2015,2,3,0,95
2015,2,3,1,125
2015,2,3,2,140
2015,2,3,3,153
2015,2,3,4,161
2015,2,3,5,195
2015,2,3,6,189
2015,2,3,7,190
2015,2,3,8,216
2015,2,3,9,224
2015,2,3,10,199
2015,2,3,11,138
2015,2,3,12,93
2015,2,3,13,66
2015,2,3,14,63
2015,2,3,15,52
2015,2,3,16,49
2015,2,3,17,28
2015,2,3,18,22
2015,2,3,19,15
2015,2,3,20,26
2015,2,3,21,19
2015,2,3,22,17
2015,2,3,23,15
2015,2,4,0,18
2015,2,4,1,12
2015,2,4,2,14
2015,2,4,3,11
2015,2,4,4,9
2015,2,4,5,10
2015,2,4,6,8
2015,2,4,7,9
2015,2,4,8,13
2015,2,4,9,16
2015,2,4,10,15
2015,2,4,11,12
2015,2,4,12,18
2015,2,4,13,11
2015,2,4,14,13
2015,2,4,15,10
2015,2,4,16,9
2015,2,4,17,11
2015,2,4,18,7
2015,2,4,19,10
2015,2,4,20,10
2015,2,4,21,6
2015,2,4,22,5
2015,2,4,23,5
2015,2,5,0,4
2015,2,5,1,7
2015,2,5,2,8
2015,2,5,3,6
2015,2,5,4,7
2015,2,5,5,10
2015,2,5,6,11
2015,2,5,7,17
2015,2,5,8,17
2015,2,5,9,16
2015,2,5,10,15
2015,2,5,11,13
2015,2,5,12,15
2015,2,5,13,24
2015,2,5,14,29
2015,2,5,15,28
2015,2,5,16,38
2015,2,5,17,46
2015,2,5,18,51
2015,2,5,19,58
2015,2,5,20,60
2015,2,5,21,65
2015,2,5,22,63
2015,2,5,23,60
2015,2,6,0,55
2015,2,6,1,53
2015,2,6,2,58
2015,2,6,3,89
2015,2,6,4,105
2015,2,6,5,91
2015,2,6,6,98
2015,2,6,7,93
2015,2,6,8,96
2015,2,6,9,73
2015,2,6,10,45
2015,2,6,11,42
2015,2,6,12,34
2015,2,6,13,33
2015,2,6,14,36
2015,2,6,15,61
2015,2,6,16,93
2015,2,6,17,91
2015,2,6,18,108
2015,2,6,19,87
2015,2,6,20,90
2015,2,6,21,99
2015,2,6,22,86
2015,2,6,23,49
2015,2,7,0,24
2015,2,7,1,12
2015,2,7,2,7
2015,2,7,3,4
2015,2,7,4,5
2015,2,7,5,8
2015,2,7,6,7
2015,2,7,7,10
2015,2,7,8,8
2015,2,7,9,13
2015,2,7,10,15
2015,2,7,11,9
2015,2,7,12,8
2015,2,7,13,9
2015,2,7,14,12
2015,2,7,15,11
2015,2,7,16,6
2015,2,7,17,5
2015,2,7,18,6
2015,2,7,19,9
2015,2,7,20,7
2015,2,7,21,7
2015,2,7,22,6
2015,2,7,23,7
2015,2,8,0,6
2015,2,8,1,4
2015,2,8,2,5
2015,2,8,3,10
2015,2,8,4,9
2015,2,8,5,13
2015,2,8,6,10
2015,2,8,7,13
2015,2,8,8,13
2015,2,8,9,14
2015,2,8,10,11
2015,2,8,11,12
2015,2,8,12,8
2015,2,8,13,11
2015,2,8,14,15
2015,2,8,15,15
2015,2,8,16,30
2015,2,8,17,37
2015,2,8,18,54
2015,2,8,19,67
2015,2,8,20,70
2015,2,8,21,72
2015,2,8,22,93
2015,2,8,23,109
2015,2,9,0,119
2015,2,9,1,124
2015,2,9,2,127
2015,2,9,3,113
2015,2,9,4,104
2015,2,9,5,119
2015,2,9,6,96
2015,2,9,7,84
2015,2,9,8,67
2015,2,9,9,66
2015,2,9,10,81
2015,2,9,11,82
2015,2,9,12,78
2015,2,9,13,82
2015,2,9,14,74
2015,2,9,15,116
2015,2,9,16,146
2015,2,9,17,134
2015,2,9,18,155
2015,2,9,19,182
2015,2,9,20,176
2015,2,9,21,165
2015,2,9,22,175
2015,2,9,23,188
2015,2,10,0,213
2015,2,10,1,214
2015,2,10,2,166
2015,2,10,3,136
2015,2,10,4,113
2015,2,10,5,125
2015,2,10,6,136
2015,2,10,7,186
2015,2,10,8,122
2015,2,10,9,97
2015,2,10,10,91
2015,2,10,11,78
2015,2,10,12,86
2015,2,10,13,83
2015,2,10,14,73
2015,2,10,15,82
2015,2,10,16,86
2015,2,10,17,105
2015,2,10,18,170
2015,2,10,19,177
2015,2,10,20,179
2015,2,10,21,186
2015,2,10,22,178
2015,2,10,23,71
2015,2,11,0,52
2015,2,11,1,123
2015,2,11,2,190
2015,2,11,3,183
2015,2,11,4,137
2015,2,11,5,54
2015,2,11,6,23
2015,2,11,7,25
2015,2,11,8,26
2015,2,11,9,27
2015,2,11,10,21
2015,2,11,11,24
2015,2,11,12,26
2015,2,11,13,27
2015,2,11,14,24
2015,2,11,15,20
2015,2,11,16,16
2015,2,11,17,15
2015,2,11,18,16
2015,2,11,19,9
2015,2,11,20,11
2015,2,11,21,9
2015,2,11,22,13
2015,2,11,23,10
2015,2,12,0,14
2015,2,12,1,20
2015,2,12,2,23
2015,2,12,3,21
2015,2,12,4,20
2015,2,12,5,20
2015,2,12,6,26
2015,2,12,7,24
2015,2,12,8,18
2015,2,12,9,24
2015,2,12,10,30
2015,2,12,11,27
2015,2,12,12,29
2015,2,12,13,35
2015,2,12,14,30
2015,2,12,15,34
2015,2,12,16,27
2015,2,12,17,28
2015,2,12,18,40
2015,2,12,19,53
2015,2,12,20,73
2015,2,12,21,75
2015,2,12,22,88
2015,2,12,23,73
2015,2,13,0,61
2015,2,13,1,68
2015,2,13,2,94
2015,2,13,3,111
2015,2,13,4,96
2015,2,13,5,98
2015,2,13,6,95
2015,2,13,7,109
2015,2,13,8,96
2015,2,13,9,87
2015,2,13,10,87
2015,2,13,11,111
2015,2,13,12,130
2015,2,13,13,126
2015,2,13,14,120
2015,2,13,15,127
2015,2,13,16,122
2015,2,13,17,170
2015,2,13,18,205
2015,2,13,19,231
2015,2,13,20,253
2015,2,13,21,282
2015,2,13,22,291
2015,2,13,23,317
2015,2,14,0,313
2015,2,14,1,281
2015,2,14,2,247
2015,2,14,3,215
2015,2,14,4,215
2015,2,14,5,221
2015,2,14,6,203
2015,2,14,7,218
2015,2,14,8,218
2015,2,14,9,227
2015,2,14,10,227
2015,2,14,11,231
2015,2,14,12,230
2015,2,14,13,239
2015,2,14,14,253
2015,2,14,15,258
2015,2,14,16,268
2015,2,14,17,283
2015,2,14,18,290
2015,2,14,19,315
2015,2,14,20,348
2015,2,14,21,380
2015,2,14,22,388
2015,2,14,23,376
2015,2,15,0,394
2015,2,15,1,345
2015,2,15,2,329
2015,2,15,3,309
2015,2,15,4,325
2015,2,15,5,348
2015,2,15,6,359
2015,2,15,7,373
2015,2,15,8,336
2015,2,15,9,302
2015,2,15,10,286
2015,2,15,11,276
2015,2,15,12,220
2015,2,15,13,289
2015,2,15,14,308
2015,2,15,15,293
2015,2,15,16,297
2015,2,15,17,307
2015,2,15,18,262
2015,2,15,19,197
2015,2,15,20,177
2015,2,15,21,168
2015,2,15,22,169
2015,2,15,23,172
2015,2,16,0,195
2015,2,16,1,214
2015,2,16,2,240
2015,2,16,3,252
2015,2,16,4,256
2015,2,16,5,241
2015,2,16,6,250
2015,2,16,7,249
2015,2,16,8,246
2015,2,16,9,204
2015,2,16,10,45
2015,2,16,11,22
2015,2,16,12,22
2015,2,16,13,17
2015,2,16,14,17
2015,2,16,15,13
2015,2,16,16,16
2015,2,16,17,16
2015,2,16,18,21
2015,2,16,19,26
2015,2,16,20,23
2015,2,16,21,26
2015,2,16,22,22
2015,2,16,23,28
2015,2,17,0,17
2015,2,17,1,20
2015,2,17,2,18
2015,2,17,3,14
2015,2,17,4,17
2015,2,17,5,16
2015,2,17,6,19
2015,2,17,7,23
2015,2,17,8,21
2015,2,17,9,27
2015,2,17,10,29
2015,2,17,11,23
2015,2,17,12,18
2015,2,17,13,13
2015,2,17,14,18
2015,2,17,15,18
2015,2,17,16,19
2015,2,17,17,12
2015,2,17,18,17
2015,2,17,19,25
2015,2,17,20,40
2015,2,17,21,46
2015,2,17,22,75
2015,2,17,23,114
2015,2,18,0,109
2015,2,18,1,79
2015,2,18,2,29
2015,2,18,3,21
2015,2,18,4,16
2015,2,18,5,9
2015,2,18,6,15
2015,2,18,7,13
2015,2,18,8,12
2015,2,18,9,11
2015,2,18,10,11
2015,2,18,11,14
2015,2,18,12,10
2015,2,18,13,13
2015,2,18,14,11
2015,2,18,15,14
2015,2,18,16,19
2015,2,18,17,16
2015,2,18,18,27
2015,2,18,19,76
2015,2,18,20,171
2015,2,18,21,147
2015,2,18,22,119
2015,2,18,23,176
2015,2,19,0,407
2015,2,19,1,225
2015,2,19,2,165
2015,2,19,3,267
2015,2,19,4,329
2015,2,19,5,375
2015,2,19,6,325
2015,2,19,7,288
2015,2,19,8,103
2015,2,19,9,243
2015,2,19,10,223
2015,2,19,11,197
2015,2,19,12,133
2015,2,19,13,92
2015,2,19,14,84
2015,2,19,15,138
2015,2,19,16,124
2015,2,19,17,114
2015,2,19,18,118
2015,2,19,19,125
2015,2,19,20,130
2015,2,19,21,111
2015,2,19,22,129
2015,2,19,23,127
2015,2,20,0,129
2015,2,20,1,116
2015,2,20,2,120
2015,2,20,3,112
2015,2,20,4,81
2015,2,20,5,90
2015,2,20,6,104
2015,2,20,7,112
2015,2,20,8,97
2015,2,20,9,102
2015,2,20,10,105
2015,2,20,11,114
2015,2,20,12,121
2015,2,20,13,123
2015,2,20,14,129
2015,2,20,15,151
2015,2,20,16,160
2015,2,20,17,166
2015,2,20,18,179
2015,2,20,19,178
2015,2,20,20,196
2015,2,20,21,206
2015,2,20,22,223
2015,2,20,23,223
2015,2,21,0,168
2015,2,21,1,164
2015,2,21,2,176
2015,2,21,3,189
2015,2,21,4,182
2015,2,21,5,172
2015,2,21,6,167
2015,2,21,7,182
2015,2,21,8,192
2015,2,21,9,195
2015,2,21,10,231
2015,2,21,11,241
2015,2,21,12,284
2015,2,21,13,308
2015,2,21,14,338
2015,2,21,15,74
2015,2,21,16,43
2015,2,21,17,37
2015,2,21,18,30
2015,2,21,19,28
2015,2,21,20,27
2015,2,21,21,28
2015,2,21,22,29
2015,2,21,23,52
2015,2,22,0,62
2015,2,22,1,95
2015,2,22,2,111
2015,2,22,3,106
2015,2,22,4,90
2015,2,22,5,77
2015,2,22,6,54
2015,2,22,7,47
2015,2,22,8,37
2015,2,22,9,28
2015,2,22,10,23
2015,2,22,11,24
2015,2,22,12,21
2015,2,22,13,17
2015,2,22,14,15
2015,2,22,15,13
2015,2,22,16,16
2015,2,22,17,16
2015,2,22,18,20
2015,2,22,19,23
2015,2,22,20,25
2015,2,22,21,43
2015,2,22,22,35
2015,2,22,23,27
2015,2,23,0,18
2015,2,23,1,17
2015,2,23,2,19
2015,2,23,3,17
2015,2,23,4,18
2015,2,23,5,22
2015,2,23,6,20
2015,2,23,7,32
2015,2,23,8,25
2015,2,23,9,29
2015,2,23,10,38
2015,2,23,11,38
2015,2,23,12,39
2015,2,23,13,39
2015,2,23,14,38
2015,2,23,15,55
2015,2,23,16,60
2015,2,23,17,51
2015,2,23,18,56
2015,2,23,19,75
2015,2,23,20,120
2015,2,23,21,168
2015,2,23,22,185
2015,2,23,23,199
2015,2,24,0,196
2015,2,24,1,222
2015,2,24,2,206
2015,2,24,3,183
2015,2,24,4,177
2015,2,24,5,158
2015,2,24,6,150
2015,2,24,7,132
2015,2,24,8,115
2015,2,24,9,102
2015,2,24,10,105
2015,2,24,11,115
2015,2,24,12,122
2015,2,24,13,153
2015,2,24,14,175
2015,2,24,15,182
2015,2,24,16,195
2015,2,24,17,192
2015,2,24,18,196
2015,2,24,19,185
2015,2,24,20,187
2015,2,24,21,214
2015,2,24,22,204
2015,2,24,23,196
2015,2,25,0,215
2015,2,25,1,212
2015,2,25,2,226
2015,2,25,3,220
2015,2,25,4,211
2015,2,25,5,137
2015,2,25,6,9
2015,2,25,7,16
2015,2,25,8,11
2015,2,25,9,9
2015,2,25,10,16
2015,2,25,11,15
2015,2,25,12,19
2015,2,25,13,18
2015,2,25,14,18
2015,2,25,15,19
2015,2,25,16,13
2015,2,25,17,9
2015,2,25,18,9
2015,2,25,19,18
2015,2,25,20,23
2015,2,25,21,17
2015,2,25,22,13
2015,2,25,23,14
2015,2,26,0,26
2015,2,26,1,18
2015,2,26,2,22
2015,2,26,3,30
2015,2,26,4,14
2015,2,26,5,10
2015,2,26,6,8
2015,2,26,7,13
2015,2,26,8,10
2015,2,26,9,15
2015,2,26,10,14
2015,2,26,11,10
2015,2,26,12,21
2015,2,26,13,14
2015,2,26,14,17
2015,2,26,15,13
2015,2,26,16,16
2015,2,26,17,9
2015,2,26,18,15
2015,2,26,19,15
2015,2,26,20,18
2015,2,26,21,16
2015,2,26,22,11
2015,2,26,23,12
2015,2,27,0,8
2015,2,27,1,8
2015,2,27,2,14
2015,2,27,3,10
2015,2,27,4,8
2015,2,27,5,10
2015,2,27,6,9
2015,2,27,7,18
2015,2,27,8,20
2015,2,27,9,19
2015,2,27,10,19
2015,2,27,11,31
2015,2,27,12,27
2015,2,27,13,31
2015,2,27,14,28
2015,2,27,15,38
2015,2,27,16,47
2015,2,27,17,41
2015,2,27,18,43
2015,2,27,19,42
2015,2,27,20,38
2015,2,27,21,38
2015,2,27,22,48
2015,2,27,23,49
2015,2,28,0,45
2015,2,28,1,43
2015,2,28,2,48
2015,2,28,3,43
2015,2,28,4,51
2015,2,28,5,61
2015,2,28,6,74
2015,2,28,7,94
2015,2,28,8,103
2015,2,28,9,122
2015,2,28,10,171
2015,2,28,11,186
2015,2,28,12,210
2015,2,28,13,215
2015,2,28,14,234
2015,2,28,15,213
2015,2,28,16,211
2015,2,28,17,217
2015,2,28,18,224
2015,2,28,19,227
2015,2,28,20,220
2015,2,28,21,208
2015,2,28,22,123
2015,2,28,23,52
2015,3,1,0,115
2015,3,1,1,44
2015,3,1,2,21
2015,3,1,3,12
2015,3,1,4,12
2015,3,1,5,15
2015,3,1,6,31
2015,3,1,7,66
2015,3,1,8,68
2015,3,1,9,60
2015,3,1,10,53
2015,3,1,11,39
2015,3,1,12,22
2015,3,1,13,26
2015,3,1,14,27
2015,3,1,15,20
2015,3,1,16,13
2015,3,1,17,17
2015,3,1,18,25
2015,3,1,19,40
2015,3,1,20,51
2015,3,1,21,47
2015,3,1,22,58
2015,3,1,23,69
2015,3,2,0,74
2015,3,2,1,74
2015,3,2,2,77
2015,3,2,3,82
2015,3,2,4,103
2015,3,2,5,117
2015,3,2,6,134
2015,3,2,7,145
2015,3,2,8,138
2015,3,2,9,131
2015,3,2,10,130
2015,3,2,11,100
2015,3,2,12,55
2015,3,2,13,30
2015,3,2,14,18
2015,3,2,15,22
2015,3,2,16,26
2015,3,2,17,18
2015,3,2,18,14
2015,3,2,19,16
2015,3,2,20,11
2015,3,2,21,9
2015,3,2,22,6
2015,3,2,23,4
2015,3,3,0,6
2015,3,3,1,7
2015,3,3,2,5
2015,3,3,3,4
2015,3,3,4,3
2015,3,3,5,4
2015,3,3,6,6
2015,3,3,7,7
2015,3,3,8,8
2015,3,3,9,7
2015,3,3,10,6
2015,3,3,11,6
2015,3,3,12,11
2015,3,3,13,8
2015,3,3,14,7
2015,3,3,15,6
2015,3,3,16,7
2015,3,3,17,12
2015,3,3,18,13
2015,3,3,19,12
2015,3,3,20,14
2015,3,3,21,11
2015,3,3,22,8
2015,3,3,23,8
2015,3,4,0,8
2015,3,4,1,7
2015,3,4,2,11
2015,3,4,3,12
2015,3,4,4,13
2015,3,4,5,12
2015,3,4,6,10
2015,3,4,7,18
2015,3,4,8,20
2015,3,4,9,18
2015,3,4,10,15
2015,3,4,11,9
2015,3,4,12,12
2015,3,4,13,18
2015,3,4,14,31
2015,3,4,15,23
2015,3,4,16,23
2015,3,4,17,21
2015,3,4,18,31
2015,3,4,19,38
2015,3,4,20,42
2015,3,4,21,55
2015,3,4,22,60
2015,3,4,23,75
2015,3,5,0,95
2015,3,5,1,110
2015,3,5,2,123
2015,3,5,3,132
2015,3,5,4,111
2015,3,5,5,118
2015,3,5,6,133
2015,3,5,7,135
2015,3,5,8,134
2015,3,5,9,144
2015,3,5,10,162
2015,3,5,11,97
2015,3,5,12,93
2015,3,5,13,65
2015,3,5,14,62
2015,3,5,15,70
2015,3,5,16,73
2015,3,5,17,73
2015,3,5,18,75
2015,3,5,19,93
2015,3,5,20,140
2015,3,5,21,162
2015,3,5,22,153
2015,3,5,23,142
2015,3,6,0,118
2015,3,6,1,144
2015,3,6,2,201
2015,3,6,3,181
2015,3,6,4,178
2015,3,6,5,164
2015,3,6,6,165
2015,3,6,7,155
2015,3,6,8,154
2015,3,6,9,171
2015,3,6,10,180
2015,3,6,11,203
2015,3,6,12,213
2015,3,6,13,215
2015,3,6,14,215
2015,3,6,15,189
2015,3,6,16,211
2015,3,6,17,231
2015,3,6,18,243
2015,3,6,19,253
2015,3,6,20,286
2015,3,6,21,288
2015,3,6,22,316
2015,3,6,23,313
2015,3,7,0,301
2015,3,7,1,280
2015,3,7,2,281
2015,3,7,3,276
2015,3,7,4,262
2015,3,7,5,240
2015,3,7,6,244
2015,3,7,7,221
2015,3,7,8,220
2015,3,7,9,222
2015,3,7,10,234
2015,3,7,11,219
2015,3,7,12,211
2015,3,7,13,197
2015,3,7,14,176
2015,3,7,15,190
2015,3,7,16,194
2015,3,7,17,200
2015,3,7,18,201
2015,3,7,19,214
2015,3,7,20,226
2015,3,7,21,231
2015,3,7,22,220
2015,3,7,23,213
2015,3,8,0,201
2015,3,8,1,217
2015,3,8,2,228
2015,3,8,3,217
2015,3,8,4,223
2015,3,8,5,203
2015,3,8,6,214
2015,3,8,7,238
2015,3,8,8,256
2015,3,8,9,245
2015,3,8,10,237
2015,3,8,11,125
2015,3,8,12,12
2015,3,8,13,12
2015,3,8,14,11
2015,3,8,15,12
2015,3,8,16,9
2015,3,8,17,10
2015,3,8,18,7
2015,3,8,19,8
2015,3,8,20,14
2015,3,8,21,9
2015,3,8,22,17
2015,3,8,23,10
2015,3,9,0,7
2015,3,9,1,10
2015,3,9,2,5
2015,3,9,3,5
2015,3,9,4,4
2015,3,9,5,4
2015,3,9,6,3
2015,3,9,7,2
2015,3,9,8,6
2015,3,9,9,15
2015,3,9,10,8
2015,3,9,11,10
2015,3,9,12,9
2015,3,9,13,8
2015,3,9,14,10
2015,3,9,15,11
2015,3,9,16,8
2015,3,9,17,5
2015,3,9,18,8
2015,3,9,19,8
2015,3,9,20,9
2015,3,9,21,8
2015,3,9,22,10
2015,3,9,23,8
2015,3,10,0,9
2015,3,10,1,7
2015,3,10,2,4
2015,3,10,3,2
2015,3,10,4,7
2015,3,10,5,8
2015,3,10,6,22
2015,3,10,7,33
2015,3,10,8,38
2015,3,10,9,25
2015,3,10,10,8
2015,3,10,11,16
2015,3,10,12,15
2015,3,10,13,26
2015,3,10,14,37
2015,3,10,15,39
2015,3,10,16,35
2015,3,10,17,30
2015,3,10,18,36
2015,3,10,19,66
2015,3,10,20,71
2015,3,10,21,72
2015,3,10,22,72
2015,3,10,23,78
2015,3,11,0,75
2015,3,11,1,93
2015,3,11,2,104
2015,3,11,3,98
2015,3,11,4,101
2015,3,11,5,93
2015,3,11,6,85
2015,3,11,7,31
2015,3,11,8,31
2015,3,11,9,17
2015,3,11,10,6
2015,3,11,11,16
2015,3,11,12,11
2015,3,11,13,14
2015,3,11,14,15
2015,3,11,15,18
2015,3,11,16,15
2015,3,11,17,18
2015,3,11,18,23
2015,3,11,19,33
2015,3,11,20,39
2015,3,11,21,44
2015,3,11,22,55
2015,3,11,23,76
2015,3,12,0,77
2015,3,12,1,73
2015,3,12,2,74
2015,3,12,3,81
2015,3,12,4,83
2015,3,12,5,93
2015,3,12,6,94
2015,3,12,7,88
2015,3,12,8,85
2015,3,12,9,89
2015,3,12,10,78
2015,3,12,11,86
2015,3,12,12,63
2015,3,12,13,47
2015,3,12,14,42
2015,3,12,15,30
2015,3,12,16,46
2015,3,12,17,59
2015,3,12,18,75
2015,3,12,19,90
2015,3,12,20,86
2015,3,12,21,84
2015,3,12,22,111
2015,3,12,23,125
2015,3,13,0,146
2015,3,13,1,134
2015,3,13,2,123
2015,3,13,3,110
2015,3,13,4,111
2015,3,13,5,126
2015,3,13,6,130
2015,3,13,7,155
2015,3,13,8,118
2015,3,13,9,40
2015,3,13,10,26
2015,3,13,11,17
2015,3,13,12,21
2015,3,13,13,17
2015,3,13,14,9
2015,3,13,15,18
2015,3,13,16,16
2015,3,13,17,12
2015,3,13,18,27
2015,3,13,19,34
2015,3,13,20,41
2015,3,13,21,41
2015,3,13,22,96
2015,3,13,23,92
2015,3,14,0,70
2015,3,14,1,67
2015,3,14,2,62
2015,3,14,3,59
2015,3,14,4,54
2015,3,14,5,56
2015,3,14,6,67
2015,3,14,7,74
2015,3,14,8,82
2015,3,14,9,84
2015,3,14,10,99
2015,3,14,11,116
2015,3,14,12,124
2015,3,14,13,131
2015,3,14,14,120
2015,3,14,15,107
2015,3,14,16,112
2015,3,14,17,120
2015,3,14,18,119
2015,3,14,19,144
2015,3,14,20,135
2015,3,14,21,163
2015,3,14,22,165
2015,3,14,23,162
2015,3,15,0,162
2015,3,15,1,154
2015,3,15,2,150
2015,3,15,3,148
2015,3,15,4,149
2015,3,15,5,171
2015,3,15,6,187
2015,3,15,7,191
2015,3,15,8,155
2015,3,15,9,83
2015,3,15,10,89
2015,3,15,11,91
2015,3,15,12,59
2015,3,15,13,60
2015,3,15,14,58
2015,3,15,15,89
2015,3,15,16,77
2015,3,15,17,80
2015,3,15,18,80
2015,3,15,19,88
2015,3,15,20,108
2015,3,15,21,129
2015,3,15,22,137
2015,3,15,23,140
2015,3,16,0,153
2015,3,16,1,160
2015,3,16,2,140
2015,3,16,3,114
2015,3,16,4,110
2015,3,16,5,132
2015,3,16,6,125
2015,3,16,7,131
2015,3,16,8,144
2015,3,16,9,162
2015,3,16,10,183
2015,3,16,11,197
2015,3,16,12,224
2015,3,16,13,242
2015,3,16,14,256
2015,3,16,15,266
2015,3,16,16,293
2015,3,16,17,305
2015,3,16,18,302
2015,3,16,19,311
2015,3,16,20,302
2015,3,16,21,305
2015,3,16,22,312
2015,3,16,23,318
2015,3,17,0,313
2015,3,17,1,318
2015,3,17,2,309
2015,3,17,3,311
2015,3,17,4,313
2015,3,17,5,311
2015,3,17,6,303
2015,3,17,7,304
2015,3,17,8,315
2015,3,17,9,317
2015,3,17,10,211
2015,3,17,11,150
2015,3,17,12,143
2015,3,17,13,119
2015,3,17,14,93
2015,3,17,15,133
2015,3,17,16,144
2015,3,17,17,128
2015,3,17,18,136
2015,3,17,19,113
2015,3,17,20,90
2015,3,17,21,38
2015,3,17,22,29
2015,3,17,23,34
2015,3,18,0,31
2015,3,18,1,29
2015,3,18,2,27
2015,3,18,3,25
2015,3,18,4,21
2015,3,18,5,30
2015,3,18,6,35
2015,3,18,7,56
2015,3,18,8,40
2015,3,18,9,34
2015,3,18,10,36
2015,3,18,11,35
2015,3,18,12,30
2015,3,18,13,41
2015,3,18,14,43
2015,3,18,15,48
2015,3,18,16,48
2015,3,18,17,58
2015,3,18,18,67
2015,3,18,19,73
2015,3,18,20,80
2015,3,18,21,104
2015,3,18,22,103
2015,3,18,23,125
2015,3,19,0,113
2015,3,19,1,133
2015,3,19,2,90
2015,3,19,3,89
2015,3,19,4,79
2015,3,19,5,78
2015,3,19,6,81
2015,3,19,7,110
2015,3,19,8,112
2015,3,19,9,97
2015,3,19,10,100
2015,3,19,11,80
2015,3,19,12,60
2015,3,19,13,57
2015,3,19,14,53
2015,3,19,15,60
2015,3,19,16,62
2015,3,19,17,77
2015,3,19,18,79
2015,3,19,19,100
2015,3,19,20,122
2015,3,19,21,136
2015,3,19,22,138
2015,3,19,23,116
2015,3,20,0,120
2015,3,20,1,78
2015,3,20,2,53
2015,3,20,3,37
2015,3,20,4,28
2015,3,20,5,31
2015,3,20,6,32
2015,3,20,7,33
2015,3,20,8,30
2015,3,20,9,25
2015,3,20,10,26
2015,3,20,11,33
2015,3,20,12,38
2015,3,20,13,43
2015,3,20,14,36
2015,3,20,15,37
2015,3,20,16,38
2015,3,20,17,38
2015,3,20,18,40
2015,3,20,19,39
